current_mret,current_sp500_ret,current_excess_ret,current_net_flow,current_mtna,current_exp_ratio,current_mgmt_fee,current_turn_ratio,current_age,current_tenure,fund_trailing_period_return,fund_trailing_max_drawdown,fund_trailing_beta_vs_sp500,trailing_avg_net_flow,trailing_sum_net_flow,trailing_avg_mtna,trailing_avg_exp_ratio,trailing_avg_mgmt_fee,trailing_avg_turn_ratio,trailing_avg_age,trailing_avg_tenure,yield10y,stock_allocation,bond_allocation,cash_allocation,portfolio_beta,technology_exposure,bond_money_exposure,indirect_equity_exposure,company_equity_exposure_proxy,top_holding_concentration,delta_stock,delta_beta,delta_technology,delta_bond_money,delta_indirect_equity,style_deviation_score,rolling_style_deviation_score,action_strength,manager_reliability_score,manager_defensive_score,manager_flow_score,manager_growth_tilt_score,holding_row_count,beta_matched_holding_count,non_individual_matched_holding_count
0.0278139509111111,-0.0058638690385687,0.0336778199496798,148383000.0,237.84444444444443,0.0113,0.651,1.09,7.333333333333333,7.99087383070956,0.7769027082768232,-0.053503872,0.5802930471929625,169792066.66666666,10187524000.0,139.15550132275132,0.012548988095238,0.6082130952380953,1.1348333333333334,7.596970899470899,7.699153113218822,2.42,1.572299528138,0.0,0.0,1.0792111965713782,0.035899982452,1.581999492662,0.4269816936333789,1.572299528138,1.687099456803,0.001199979781,0.0032075879672897,0.0012999916069999,-1.403099632233,0.0,0.2594520449885188,0.2153123230071366,1.403099632233,0.6181524036690594,0.5317820530190128,0.9527170613236188,0.7591902632886239,10,7,5
0.0067300297647058,-0.0061079251019138,0.0128379548666196,0.0,225.34705882352944,0.0042117647058823,-0.6367647058823529,0.25,10.117647058823527,,0.4527315977422267,-0.0714772862727272,0.7028157123572654,9512283.333333334,570737000.0,282.0046205164389,0.004882150651119,-0.1634433464052287,0.3495,11.452204619726675,,1.63,0.485,0.4957,0.0192999999999999,0.0,0.0,0.409099836349,0.569399795534,0.0,0.978499631883,0.0231,0.0,0.0,-0.017599992757,-0.845399627703,0.4417332550121921,0.0490018215033315,0.845399627703,1.0,0.3167253759653163,0.9568913175470553,0.4890484577518855,10,0,10
0.0237605934,0.0207130756080919,0.003047517791908,-2704000.0,273.1,,,,15.0,,,,,-1978666.6666666667,-59360000.0,268.92333333333335,,,,14.066666666666666,,3.46,0.037299976348,0.962700023652,0.0,0.024520555133761,0.015599994659,3.682598705295,0.4635368486092023,0.037299976348,3.698198699954,-0.5558000236520001,-1.2112026700752736,-0.0002000045779999,1.0533003997639998,0.0,0.5958983729720716,0.5432043611350993,1.2112026700752736,0.8956862230389225,0.5232127534661067,0.919989205963705,0.664973129205618,10,2,9
-0.00884721675,-0.0625684995340167,0.0537212827840167,-66088000.0,460.025,0.007275,0.107,0.24,11.0,,0.3594767459063535,-0.03552352525,0.3903312495345731,78996400.0,4739784000.0,416.7583333333333,0.00722,0.1224,0.176,8.4375,,4.01,,,0.0,0.0,0.0,0.4654733335827904,0.7741997146590001,0.0,0.7741997146590001,,0.0,0.0,0.0,-0.0278000640869999,0.5459331368746461,0.0154442974416538,0.0278000640869999,1.0,0.3167253759653163,0.9568913175470553,0.4890484577518855,10,0,10
0.0035304501,0.0233104013383638,-0.0197799512383638,344000.0,44.1,0.01,0.825,0.31,11.0,0.0,0.1300283283880558,-0.119133574,0.4758689871033114,12275.862068965518,712000.0,32.91724137931035,0.01,0.7896206896551724,0.4020689655172413,8.5,0.0,2.76,0.103999958038,0.896000041962,0.0,0.1122036262809714,0.0,0.204699935913,0.5019309073017177,0.103999958038,0.252999916076,0.014499979019,0.0094106146635822,0.0,-0.0255999851219999,0.0,0.2302087849239963,0.1179676866626146,0.0255999851219999,0.462882001985426,0.6167411823149528,0.6959876543209876,0.6633473332430114,10,6,7
0.03523533398,0.0399129619093021,-0.0046776279293021,-10130000.0,135.06,0.01496,0.642,0.25,13.2,,0.1223271435960448,-0.1284567562,0.5379406404290605,5056333.333333333,303380000.0,125.45816666666668,0.0152793333333333,0.559815,0.8985,10.849166666666664,,1.97,1.9899992943,0.0,0.0,3.074804257390843,0.0,5.1729978275690005,0.4646463948705356,1.9899992943,7.162997121869,0.0599999427999999,0.2265043113872975,0.0,0.5022004127850002,0.0,0.8404232307415367,0.3185377540353271,0.5022004127850002,1.0,0.3167253759653163,0.9568913175470553,0.4890484577518855,10,2,8
-0.01162999,-0.0279953058226987,0.0163653158226987,104730000.0,173.8,0.0055,0.0,0.1,4.0,0.0,0.2936011964607984,-0.0529015923999999,0.6843132850974561,93216444.44444443,4194740000.0,68.64711111111112,0.0056884444444444,0.0179555555555555,0.068,1.9555555555555555,0.0,3.51,1.0,0.0,0.0,0.0,0.0,0.136799964905,0.682699775688,0.0,0.819499740593,,0.0,0.0,-0.003600006103,0.033999977106,0.456477173685676,0.0617447677899881,0.033999977106,1.0,0.3167253759653163,0.9568913175470553,0.4890484577518855,10,0,10
-0.022346369,-0.0370646898832063,0.0147183208832062,2938000.0,180.4,,,,11.0,,,,,,,,,,,,,3.2,0.5377000000000001,0.4316999999999999,0.0306,0.0,0.0,0.658799819955,0.171099967957,0.0,0.829899787912,,,,,,0.4469283039160491,0.4469283039160491,,0.8956862230389225,0.5232127534661067,0.919989205963705,0.664973129205618,10,0,10
0.032731377,0.0441145016398116,-0.0113831246398116,0.0,6.6,,,,5.0,,,,,,,,,,,,,2.54,,,0.0,0.0,0.0,0.4980690926982822,0.975899620057,0.0,0.975899620057,,0.0,0.0,0.0,-0.0013000297469999,0.5634892243710347,0.003341270836873,0.0013000297469999,0.8956862230389225,0.5232127534661067,0.919989205963705,0.664973129205618,10,0,10
-0.0528892528571428,-0.0603514515751846,0.0074621987180417,0.0,138.975,0.009475,0.183,0.09,5.714285714285714,4.402464065708419,0.2386464222890999,-0.1255349874285714,0.5703486055598731,33096666.666666668,1985800000.0,60.17220238095238,0.0049410912698412,-0.1540916666666666,0.147,3.104761904761905,1.9084645220168832,3.42,,,0.0,0.0,0.0,0.4980690926982822,0.768699760433,0.0,0.768699760433,,0.0,0.0,0.0,-0.0118000793559999,0.5378436505834613,0.0137501146748942,0.0118000793559999,1.0,0.3167253759653163,0.9568913175470553,0.4890484577518855,10,0,10
